metric_id,ticket_id,first_resolution_time,full_resolution_time,agent_work_time,requester_wait_time,reply_time,group_stations,assignee_stations,reopens,replies,assignee_updated_at,requester_updated_at,status_updated_at,initially_assigned_at,assigned_at,solved_at
15855,15855,2,216,72,216,2,1,1,0,2,2024-12-30 22:32:26,2024-12-30 21:07:51,2024-12-31 00:00:00,2024-12-22 00:57:40,2024-12-22 00:57:40,2024-12-31 00:00:00
15856,15856,5,192,40,192,3,2,1,0,3,2023-12-13 22:44:18,2023-12-13 17:43:08,2023-12-14 00:00:00,2023-12-06 01:28:23,2023-12-06 01:28:23,2023-12-14 00:00:00
15857,15857,8,240,110,240,2,1,1,0,2,2024-07-28 23:43:31,2024-07-28 20:51:18,2024-07-29 00:00:00,2024-07-19 01:07:49,2024-07-19 01:07:49,2024-07-29 00:00:00
15858,15858,8,72,20,72,3,3,1,0,3,2023-09-18 22:13:26,2023-09-18 21:27:00,2023-09-19 00:00:00,2023-09-16 00:43:19,2023-09-16 00:43:19,2023-09-19 00:00:00
15859,15859,3,0,31,5856,1,1,1,0,4,2024-11-18 23:21:33,2024-11-08 18:38:36,2024-10-29 11:11:11,2024-03-20 00:17:18,2024-03-20 00:17:18,
15860,15860,4,312,87,312,6,1,1,0,2,2024-03-30 23:45:52,2024-03-30 18:33:59,2024-03-31 00:00:00,2024-03-18 03:27:07,2024-03-18 03:27:07,2024-03-31 00:00:00
15861,15861,7,192,46,192,3,2,1,1,8,2025-04-08 23:18:07,2025-04-08 15:37:00,2025-04-09 00:00:00,2025-04-01 02:22:28,2025-04-01 02:22:28,2025-04-09 00:00:00
15862,15862,11,288,19,288,8,1,2,0,2,2024-05-20 22:30:44,2024-05-20 13:37:03,2024-05-21 00:00:00,2024-05-09 00:35:37,2024-05-09 06:50:11,2024-05-21 00:00:00
15863,15863,2,0,37,14,2,1,2,0,2,2025-04-01 11:08:54,2025-04-01 00:04:28,2025-04-01 03:42:49,2025-04-01 00:34:26,2025-04-01 01:03:50,
15864,15864,6,264,13,264,3,2,1,1,3,2023-08-31 22:35:04,2023-08-21 00:29:36,2023-09-01 00:00:00,2023-08-21 01:19:33,2023-08-21 01:19:33,2023-09-01 00:00:00
15865,15865,0,0,62,19,3,1,1,0,2,2025-04-01 18:24:55,2025-04-01 17:03:29,2025-04-01 12:06:28,2025-04-01 00:12:01,2025-04-01 00:12:01,
15866,15866,3,0,58,4920,4,1,1,0,5,2024-11-16 23:42:52,2024-04-26 00:37:15,2024-06-05 16:15:15,2024-04-26 01:49:07,2024-04-26 01:49:07,
15867,15867,8,240,68,240,5,1,1,0,4,2024-06-24 23:19:09,2024-06-24 18:40:00,2024-06-25 00:00:00,2024-06-15 02:54:39,2024-06-15 02:54:39,2024-06-25 00:00:00
15868,15868,27,144,34,144,20,1,2,0,6,2023-12-09 23:37:40,2023-12-04 00:43:00,2023-12-10 00:00:00,2023-12-04 02:47:42,2023-12-04 20:01:58,2023-12-10 00:00:00
15869,15869,5,0,50,20,2,2,1,0,6,2025-04-01 19:18:02,2025-04-01 05:18:30,2025-04-01 05:10:08,2025-04-01 01:27:00,2025-04-01 01:27:00,
15870,15870,2,0,40,12,1,2,1,0,3,2025-04-01 06:05:03,2025-04-01 00:55:14,2025-04-01 02:26:48,2025-04-01 00:49:03,2025-04-01 00:49:03,
15871,15871,3,0,48,11,2,1,1,0,1,2025-04-01 08:30:45,2025-04-01 06:05:26,2025-04-01 01:02:48,2025-04-01 01:03:33,2025-04-01 01:03:33,
15872,15872,7,288,42,288,2,3,1,1,4,2025-04-12 22:51:53,2025-04-12 18:23:51,2025-04-13 00:00:00,2025-04-01 01:51:27,2025-04-01 01:51:27,2025-04-13 00:00:00
15873,15873,5,0,18,8064,2,1,1,0,4,2024-11-18 21:29:40,2023-12-19 00:32:49,2024-02-28 05:19:56,2023-12-19 02:26:53,2023-12-19 02:26:53,
15874,15874,25,96,19,96,20,1,2,0,4,2024-08-29 23:09:57,2024-08-26 00:47:46,2024-08-30 00:00:00,2024-08-26 02:25:15,2024-08-26 18:41:22,2024-08-30 00:00:00
15875,15875,10,264,41,264,6,2,1,0,2,2023-12-18 23:08:08,2023-12-08 00:06:44,2023-12-19 00:00:00,2023-12-08 03:18:06,2023-12-08 03:18:06,2023-12-19 00:00:00
15876,15876,0,0,40,17,2,1,1,0,4,2025-04-01 16:45:46,2025-04-01 06:10:03,2025-04-01 02:11:09,2025-04-01 01:07:15,2025-04-01 01:07:15,
15877,15877,8,216,46,216,3,1,1,0,4,2024-03-23 22:11:44,2024-03-23 16:08:51,2024-03-24 00:00:00,2024-03-15 01:06:31,2024-03-15 01:06:31,2024-03-24 00:00:00
15878,15878,6,0,32,15888,6,1,1,0,6,2024-11-19 22:48:24,2023-01-31 09:37:45,2023-09-10 03:42:16,2023-01-28 03:11:46,2023-01-28 03:11:46,
15879,15879,19,216,51,216,13,1,2,0,1,2024-04-21 23:39:59,2024-04-13 00:43:44,2024-04-22 00:00:00,2024-04-13 00:21:32,2024-04-13 12:23:33,2024-04-22 00:00:00
15880,15880,8,24,79,24,1,1,1,0,6,2024-09-08 22:56:50,2024-09-08 22:46:29,2024-09-09 00:00:00,2024-09-08 00:52:40,2024-09-08 00:52:40,2024-09-09 00:00:00
15881,15881,11,96,33,96,4,1,2,0,3,2021-08-30 22:10:46,2021-08-30 19:25:49,2021-08-31 00:00:00,2021-08-27 02:39:45,2021-08-27 03:18:57,2021-08-31 00:00:00
15882,15882,20,264,69,264,14,1,2,0,4,2023-01-19 22:18:17,2023-01-09 00:29:55,2023-01-20 00:00:00,2023-01-09 00:32:10,2023-01-09 13:38:52,2023-01-20 00:00:00
15883,15883,9,288,61,288,4,2,1,0,2,2019-12-02 22:37:18,2019-11-21 00:58:43,2019-12-03 00:00:00,2019-11-21 02:56:47,2019-11-21 02:56:47,2019-12-03 00:00:00
15884,15884,5,72,102,72,6,1,1,0,3,2019-11-18 23:39:34,2019-11-18 22:08:26,2019-11-19 00:00:00,2019-11-16 03:45:07,2019-11-16 03:45:07,2019-11-19 00:00:00
15885,15885,5,96,27,96,2,2,1,0,3,2023-03-18 22:25:18,2023-03-18 16:14:46,2023-03-19 00:00:00,2023-03-15 01:48:01,2023-03-15 01:48:01,2023-03-19 00:00:00
15886,15886,3,0,17,17256,2,1,1,0,4,2024-11-12 20:43:18,2022-11-25 00:35:48,2024-11-05 15:14:49,2022-11-25 00:34:43,2022-11-25 00:34:43,
15887,15887,3,48,105,48,3,1,1,0,4,2023-05-25 23:43:06,2023-05-25 21:56:06,2023-05-26 00:00:00,2023-05-24 01:54:30,2023-05-24 01:54:30,2023-05-26 00:00:00
15888,15888,6,216,40,216,5,1,1,0,1,2021-09-25 22:44:47,2021-09-25 17:53:29,2021-09-26 00:00:00,2021-09-17 03:01:29,2021-09-17 03:01:29,2021-09-26 00:00:00
15889,15889,9,216,22,216,4,1,1,0,4,2024-09-03 22:54:36,2024-09-03 21:51:06,2024-09-04 00:00:00,2024-08-26 03:17:25,2024-08-26 03:17:25,2024-09-04 00:00:00
15890,15890,3,0,16,39336,2,1,1,0,2,2024-11-16 19:43:53,2020-05-23 00:24:15,2022-03-27 23:27:20,2020-05-23 00:40:30,2020-05-23 00:40:30,
15891,15891,9,48,21,48,8,1,2,1,5,2023-10-02 22:25:45,2023-10-02 21:05:52,2023-10-03 00:00:00,2023-10-01 03:23:07,2023-10-01 06:17:01,2023-10-03 00:00:00
15892,15892,21,192,87,192,17,1,2,0,4,2024-05-19 22:00:12,2024-05-19 13:50:37,2024-05-20 00:00:00,2024-05-12 03:29:04,2024-05-12 16:09:51,2024-05-20 00:00:00
15893,15893,4,72,24,72,5,1,1,0,4,2021-01-14 23:18:23,2021-01-14 21:45:58,2021-01-15 00:00:00,2021-01-12 03:52:31,2021-01-12 03:52:31,2021-01-15 00:00:00
15894,15894,15,336,39,336,12,1,2,0,2,2024-07-19 23:40:35,2024-07-19 20:41:26,2024-07-20 00:00:00,2024-07-06 03:53:20,2024-07-06 09:53:41,2024-07-20 00:00:00
15895,15895,6,72,21,72,1,1,1,0,3,2018-06-25 22:58:00,2018-06-25 19:44:41,2018-06-26 00:00:00,2018-06-23 00:51:56,2018-06-23 00:51:56,2018-06-26 00:00:00
15896,15896,4,120,20,120,4,2,1,0,3,2021-09-07 23:46:17,2021-09-03 00:23:36,2021-09-08 00:00:00,2021-09-03 02:05:38,2021-09-03 02:05:38,2021-09-08 00:00:00
15897,15897,10,264,31,264,3,1,1,1,4,2020-07-25 23:25:48,2020-07-15 00:52:48,2020-07-26 00:00:00,2020-07-15 02:47:29,2020-07-15 02:47:29,2020-07-26 00:00:00
15898,15898,7,336,78,336,5,1,1,1,2,2023-08-21 23:10:22,2023-08-21 14:08:27,2023-08-22 00:00:00,2023-08-08 03:06:49,2023-08-08 03:06:49,2023-08-22 00:00:00
15899,15899,4,0,30,15648,2,1,1,0,2,2024-11-17 20:21:33,2023-09-23 08:07:41,2023-09-22 16:30:11,2023-02-05 01:39:44,2023-02-05 01:39:44,
15900,15900,6,24,13,24,4,1,1,0,1,2024-11-15 22:58:24,2024-11-15 00:27:59,2024-11-16 00:00:00,2024-11-15 01:11:15,2024-11-15 01:11:15,2024-11-16 00:00:00
15901,15901,24,192,42,192,19,2,2,0,2,2024-04-02 23:12:51,2024-04-02 19:08:54,2024-04-03 00:00:00,2024-03-26 00:44:42,2024-03-26 17:24:22,2024-04-03 00:00:00
15902,15902,10,72,16,72,4,1,1,0,4,2021-09-07 22:02:03,2021-09-07 12:48:01,2021-09-08 00:00:00,2021-09-05 02:59:43,2021-09-05 02:59:43,2021-09-08 00:00:00
15903,15903,4,96,37,96,2,1,1,0,4,2024-01-25 23:36:31,2024-01-25 22:06:46,2024-01-26 00:00:00,2024-01-22 01:10:00,2024-01-22 01:10:00,2024-01-26 00:00:00
15904,15904,5,0,25,19224,4,1,1,0,3,2024-11-16 22:17:10,2022-11-15 13:26:17,2023-08-13 12:24:19,2022-09-08 03:13:07,2022-09-08 03:13:07,
15905,15905,4,240,53,240,3,2,1,0,2,2022-01-21 23:40:41,2022-01-21 12:17:31,2022-01-22 00:00:00,2022-01-12 01:53:31,2022-01-12 01:53:31,2022-01-22 00:00:00
15906,15906,4,144,74,144,2,1,1,1,6,2024-01-09 22:13:44,2024-01-09 14:38:22,2024-01-10 00:00:00,2024-01-04 01:58:48,2024-01-04 01:58:48,2024-01-10 00:00:00
15907,15907,5,0,18,2952,5,2,1,0,3,2024-11-16 19:00:01,2024-07-30 16:57:17,2024-08-23 17:45:13,2024-07-17 03:12:31,2024-07-17 03:12:31,
15908,15908,2,0,30,11304,2,1,1,0,8,2024-11-14 21:38:46,2024-09-12 12:15:12,2024-07-17 15:18:34,2023-08-02 00:55:50,2023-08-02 00:55:50,
15909,15909,4,48,86,48,1,1,1,0,4,2024-09-05 22:51:21,2024-09-05 19:41:56,2024-09-06 00:00:00,2024-09-04 00:17:28,2024-09-04 00:17:28,2024-09-06 00:00:00
15910,15910,3,0,19,18696,3,1,1,0,2,2024-11-14 19:44:52,2022-09-28 00:55:01,2024-02-13 21:14:04,2022-09-28 01:11:02,2022-09-28 01:11:02,
15911,15911,16,48,65,48,11,1,2,0,5,2020-12-27 23:22:29,2020-12-26 00:34:03,2020-12-28 00:00:00,2020-12-26 00:53:53,2020-12-26 10:51:18,2020-12-28 00:00:00
15912,15912,4,168,42,168,5,1,1,1,2,2023-02-17 23:32:37,2023-02-17 18:24:52,2023-02-18 00:00:00,2023-02-11 03:47:17,2023-02-11 03:47:17,2023-02-18 00:00:00
15913,15913,18,144,25,144,13,1,2,0,1,2022-11-08 22:01:32,2022-11-03 00:13:28,2022-11-09 00:00:00,2022-11-03 01:35:04,2022-11-03 12:06:40,2022-11-09 00:00:00
15914,15914,23,168,99,168,22,1,2,1,8,2024-09-14 22:41:03,2024-09-14 17:46:57,2024-09-15 00:00:00,2024-09-08 02:36:13,2024-09-08 19:58:43,2024-09-15 00:00:00
15915,15915,4,96,46,96,4,1,1,0,4,2022-10-30 23:33:44,2022-10-30 13:31:04,2022-10-31 00:00:00,2022-10-27 01:54:00,2022-10-27 01:54:00,2022-10-31 00:00:00
15916,15916,3,0,18,24384,2,1,1,0,3,2024-11-16 20:23:19,2022-02-05 00:44:32,2023-06-28 18:57:57,2022-02-05 00:54:31,2022-02-05 00:54:31,
15917,15917,8,24,82,24,3,1,1,0,3,2023-12-19 23:26:58,2023-12-19 00:45:46,2023-12-20 00:00:00,2023-12-19 01:01:03,2023-12-19 01:01:03,2023-12-20 00:00:00
15918,15918,27,144,66,144,24,1,2,1,4,2024-09-27 23:27:55,2024-09-22 00:29:31,2024-09-28 00:00:00,2024-09-22 00:14:51,2024-09-22 22:34:51,2024-09-28 00:00:00
15919,15919,7,0,27,288,4,1,1,0,4,2024-11-16 23:47:59,2024-11-06 18:09:55,2024-11-12 17:29:49,2024-11-05 03:56:55,2024-11-05 03:56:55,
15920,15920,2,24,29,24,2,2,2,0,3,2024-08-07 22:12:48,2024-08-07 15:33:49,2024-08-08 00:00:00,2024-08-07 00:11:36,2024-08-07 01:11:59,2024-08-08 00:00:00
15921,15921,8,192,101,192,4,2,1,0,6,2023-05-31 22:43:07,2023-05-24 00:23:41,2023-06-01 00:00:00,2023-05-24 03:38:06,2023-05-24 03:38:06,2023-06-01 00:00:00
15922,15922,8,192,105,192,5,2,1,0,5,2024-02-17 23:01:14,2024-02-10 00:37:29,2024-02-18 00:00:00,2024-02-10 03:09:09,2024-02-10 03:09:09,2024-02-18 00:00:00
15923,15923,8,216,79,216,4,1,1,0,6,2023-08-29 23:22:47,2023-08-29 21:29:23,2023-08-30 00:00:00,2023-08-21 02:53:54,2023-08-21 02:53:54,2023-08-30 00:00:00
15924,15924,4,72,31,72,2,1,1,0,3,2024-01-04 23:30:04,2024-01-04 20:18:21,2024-01-05 00:00:00,2024-01-02 02:22:16,2024-01-02 02:22:16,2024-01-05 00:00:00
15925,15925,5,168,61,168,3,1,1,0,4,2021-08-09 23:06:26,2021-08-03 00:35:40,2021-08-10 00:00:00,2021-08-03 01:06:33,2021-08-03 01:06:33,2021-08-10 00:00:00
15926,15926,7,72,99,72,3,2,1,0,5,2024-11-04 23:47:22,2024-11-04 21:52:40,2024-11-05 00:00:00,2024-11-02 02:04:59,2024-11-02 02:04:59,2024-11-05 00:00:00
15927,15927,8,240,32,240,5,1,1,1,5,2023-06-16 23:14:37,2023-06-07 00:39:14,2023-06-17 00:00:00,2023-06-07 03:03:41,2023-06-07 03:03:41,2023-06-17 00:00:00
15928,15928,10,240,132,240,4,1,1,0,3,2023-08-21 23:33:54,2023-08-21 18:40:08,2023-08-22 00:00:00,2023-08-12 03:02:35,2023-08-12 03:02:35,2023-08-22 00:00:00
15929,15929,3,0,16,168,4,1,1,0,5,2024-11-18 20:00:28,2024-11-16 12:28:33,2024-11-16 22:12:36,2024-11-12 01:23:55,2024-11-12 01:23:55,
15930,15930,5,240,72,240,1,1,1,1,5,2023-03-20 22:32:05,2023-03-11 00:12:02,2023-03-21 00:00:00,2023-03-11 00:22:56,2023-03-11 00:22:56,2023-03-21 00:00:00
15931,15931,6,192,36,192,3,1,1,2,5,2020-05-13 23:08:49,2020-05-13 12:44:37,2020-05-14 00:00:00,2020-05-06 01:53:29,2020-05-06 01:53:29,2020-05-14 00:00:00
15932,15932,4,192,28,192,1,1,1,0,4,2022-03-20 23:13:03,2022-03-13 00:14:07,2022-03-21 00:00:00,2022-03-13 00:08:13,2022-03-13 00:08:13,2022-03-21 00:00:00
15933,15933,6,216,58,216,3,1,2,0,4,2024-11-11 22:19:48,2024-11-11 12:32:32,2024-11-12 00:00:00,2024-11-03 00:39:53,2024-11-03 02:40:09,2024-11-12 00:00:00
15934,15934,6,336,57,336,4,1,1,1,5,2023-05-16 23:00:03,2023-05-03 00:32:10,2023-05-17 00:00:00,2023-05-03 03:38:03,2023-05-03 03:38:03,2023-05-17 00:00:00
15935,15935,2,0,46,8,1,2,1,0,4,2024-12-07 04:54:38,2024-12-07 06:18:49,2024-12-07 05:40:11,2024-12-07 00:08:01,2024-12-07 00:08:01,
15936,15936,1,0,40,22,2,1,1,0,1,2024-11-20 17:41:49,2024-11-20 16:31:03,2024-11-20 13:18:31,2024-11-20 00:38:38,2024-11-20 00:38:38,
15937,15937,4,168,72,168,4,2,1,0,2,2024-08-20 23:00:05,2024-08-20 14:24:17,2024-08-21 00:00:00,2024-08-14 01:59:09,2024-08-14 01:59:09,2024-08-21 00:00:00
15938,15938,6,96,72,96,4,1,1,0,1,2024-10-17 23:50:27,2024-10-17 16:31:28,2024-10-18 00:00:00,2024-10-14 02:38:12,2024-10-14 02:38:12,2024-10-18 00:00:00
15939,15939,2,0,34,12,2,1,1,0,4,2024-12-07 06:11:34,2024-12-07 07:57:25,2024-12-07 03:16:52,2024-12-07 00:13:16,2024-12-07 00:13:16,
15940,15940,3,24,55,24,2,1,1,0,2,2024-11-03 22:53:13,2024-11-03 16:10:20,2024-11-04 00:00:00,2024-11-03 01:45:39,2024-11-03 01:45:39,2024-11-04 00:00:00
15941,15941,4,312,57,312,3,1,1,1,5,2024-09-17 23:53:12,2024-09-17 15:51:37,2024-09-18 00:00:00,2024-09-05 02:30:43,2024-09-05 02:30:43,2024-09-18 00:00:00
15942,15942,7,192,50,192,4,1,1,0,4,2024-08-21 23:17:19,2024-08-21 12:53:35,2024-08-22 00:00:00,2024-08-14 03:56:25,2024-08-14 03:56:25,2024-08-22 00:00:00
15943,15943,4,0,13,20,1,2,1,0,2,2024-12-07 15:24:08,2024-12-07 00:16:24,2024-12-07 03:25:13,2024-12-07 00:36:35,2024-12-07 00:36:35,
15944,15944,1,0,22,24,1,1,1,0,1,2024-12-07 20:04:16,2024-12-07 12:50:26,2024-12-07 07:08:54,2024-12-07 00:20:19,2024-12-07 00:20:19,
15945,15945,8,216,103,216,3,1,1,0,6,2023-10-20 23:09:09,2023-10-20 17:17:11,2023-10-21 00:00:00,2023-10-12 03:05:09,2023-10-12 03:05:09,2023-10-21 00:00:00
15946,15946,4,120,57,120,3,1,1,0,2,2021-05-17 22:36:40,2021-05-17 21:09:00,2021-05-18 00:00:00,2021-05-13 00:22:42,2021-05-13 00:22:42,2021-05-18 00:00:00
15947,15947,3,0,8,53136,3,1,1,0,3,2024-11-15 19:33:01,2021-04-04 18:34:29,2022-05-17 05:40:39,2018-10-25 01:43:51,2018-10-25 01:43:51,
15948,15948,7,240,82,240,2,1,1,0,4,2018-06-18 22:54:37,2018-06-18 13:38:21,2018-06-19 00:00:00,2018-06-09 01:53:05,2018-06-09 01:53:05,2018-06-19 00:00:00
15949,15949,10,288,111,288,3,1,1,0,4,2023-12-18 22:55:00,2023-12-18 14:03:20,2023-12-19 00:00:00,2023-12-07 02:22:16,2023-12-07 02:22:16,2023-12-19 00:00:00
15950,15950,2,0,31,12336,2,1,1,0,3,2024-11-17 22:57:13,2024-03-29 03:04:01,2023-10-12 10:12:19,2023-06-23 01:31:31,2023-06-23 01:31:31,
15951,15951,5,0,43,12432,3,1,1,0,6,2024-11-17 20:51:30,2024-09-11 19:21:50,2024-06-09 08:17:14,2023-06-19 02:33:07,2023-06-19 02:33:07,
15952,15952,7,120,152,120,3,2,1,0,8,2021-03-14 22:40:27,2021-03-14 12:12:27,2021-03-15 00:00:00,2021-03-10 01:02:00,2021-03-10 01:02:00,2021-03-15 00:00:00
15953,15953,3,288,55,288,2,1,1,0,3,2019-06-26 23:25:10,2019-06-15 00:15:11,2019-06-27 00:00:00,2019-06-15 00:29:04,2019-06-15 00:29:04,2019-06-27 00:00:00
15954,15954,5,0,8,46272,4,1,1,0,1,2024-11-16 22:02:16,2019-08-08 00:06:35,2024-08-27 18:39:17,2019-08-08 03:17:32,2019-08-08 03:17:32,
15955,15955,4,240,26,240,2,1,1,0,2,2021-11-17 22:08:02,2021-11-17 13:30:07,2021-11-18 00:00:00,2021-11-08 02:04:52,2021-11-08 02:04:52,2021-11-18 00:00:00
15956,15956,3,0,106,7224,3,1,1,0,4,2024-11-17 19:04:35,2024-06-30 22:38:19,2024-06-11 08:24:13,2024-01-22 01:33:16,2024-01-22 01:33:16,
15957,15957,21,96,68,96,16,1,2,0,5,2022-01-18 23:48:59,2022-01-18 19:24:33,2022-01-19 00:00:00,2022-01-15 03:41:12,2022-01-15 14:02:20,2022-01-19 00:00:00
15958,15958,3,72,29,72,2,1,1,1,4,2021-08-18 23:27:03,2021-08-16 00:33:24,2021-08-19 00:00:00,2021-08-16 01:23:15,2021-08-16 01:23:15,2021-08-19 00:00:00
15959,15959,9,288,47,288,6,1,1,0,4,2021-09-20 23:02:18,2021-09-09 00:21:39,2021-09-21 00:00:00,2021-09-09 03:51:12,2021-09-09 03:51:12,2021-09-21 00:00:00
15960,15960,7,192,54,192,5,1,1,0,4,2020-04-10 23:45:46,2020-04-10 13:54:48,2020-04-11 00:00:00,2020-04-03 03:45:22,2020-04-03 03:45:22,2020-04-11 00:00:00
15961,15961,3,0,80,12984,2,1,1,0,4,2024-11-18 22:05:42,2024-07-20 01:49:32,2024-01-12 11:06:54,2023-05-28 01:49:44,2023-05-28 01:49:44,
15962,15962,9,48,20,48,5,1,1,0,3,2020-06-18 23:01:07,2020-06-17 00:26:22,2020-06-19 00:00:00,2020-06-17 03:09:11,2020-06-17 03:09:11,2020-06-19 00:00:00
15963,15963,8,24,45,24,3,1,1,0,1,2022-05-24 23:45:42,2022-05-24 15:19:01,2022-05-25 00:00:00,2022-05-24 01:55:26,2022-05-24 01:55:26,2022-05-25 00:00:00
15964,15964,11,216,103,216,4,1,1,0,5,2020-05-25 23:41:59,2020-05-25 14:42:08,2020-05-26 00:00:00,2020-05-17 03:45:47,2020-05-17 03:45:47,2020-05-26 00:00:00
15965,15965,8,24,67,24,3,1,1,0,4,2021-08-08 23:20:12,2021-08-08 14:56:03,2021-08-09 00:00:00,2021-08-08 01:08:36,2021-08-08 01:08:36,2021-08-09 00:00:00
15966,15966,5,216,80,216,3,1,1,0,4,2021-05-14 23:09:26,2021-05-06 00:36:23,2021-05-15 00:00:00,2021-05-06 02:17:35,2021-05-06 02:17:35,2021-05-15 00:00:00
15967,15967,4,24,52,24,3,1,1,0,6,2023-01-10 22:57:28,2023-01-10 00:37:01,2023-01-11 00:00:00,2023-01-10 02:05:41,2023-01-10 02:05:41,2023-01-11 00:00:00
15968,15968,8,144,63,144,3,1,1,0,5,2022-09-20 23:05:08,2022-09-20 13:42:25,2022-09-21 00:00:00,2022-09-15 02:50:57,2022-09-15 02:50:57,2022-09-21 00:00:00
15969,15969,5,24,43,24,4,1,1,1,6,2024-05-07 23:18:47,2024-05-07 00:42:30,2024-05-08 00:00:00,2024-05-07 01:26:27,2024-05-07 01:26:27,2024-05-08 00:00:00
15970,15970,3,216,20,216,3,1,1,0,2,2020-08-09 22:08:48,2020-08-01 00:26:25,2020-08-10 00:00:00,2020-08-01 01:49:37,2020-08-01 01:49:37,2020-08-10 00:00:00
15971,15971,7,216,59,216,1,2,1,0,6,2022-02-09 22:44:35,2022-02-01 00:49:42,2022-02-10 00:00:00,2022-02-01 00:43:15,2022-02-01 00:43:15,2022-02-10 00:00:00
15972,15972,4,24,35,24,3,1,1,0,4,2019-06-23 22:10:03,2019-06-23 00:38:32,2019-06-24 00:00:00,2019-06-23 00:32:53,2019-06-23 00:32:53,2019-06-24 00:00:00
15973,15973,0,0,23,4,2,2,1,0,3,2025-07-03 00:11:52,2025-07-03 01:20:46,2025-07-03 02:26:28,2025-07-03 00:11:52,2025-07-03 00:11:52,
15974,15974,29,0,29,1632,27,1,2,0,4,2024-11-13 21:39:42,2024-09-27 17:39:06,2024-09-15 19:30:50,2024-09-07 03:47:09,2024-09-08 02:06:06,
15975,15975,9,48,33,48,4,1,1,0,2,2025-07-04 23:51:34,2025-07-04 22:44:29,2025-07-05 00:00:00,2025-07-03 03:48:51,2025-07-03 03:48:51,2025-07-05 00:00:00
15976,15976,9,288,15,288,5,1,1,0,1,2024-11-19 23:24:59,2024-11-08 00:48:08,2024-11-20 00:00:00,2024-11-08 02:56:01,2024-11-08 02:56:01,2024-11-20 00:00:00
15977,15977,4,0,33,16,1,1,1,0,2,2025-07-03 11:18:27,2025-07-03 14:45:54,2025-07-03 04:20:03,2025-07-03 00:29:57,2025-07-03 00:29:57,
15978,15978,1,0,42,6,2,1,1,0,4,2025-05-28 02:36:48,2025-05-28 02:40:55,2025-05-28 03:15:26,2025-05-28 00:21:54,2025-05-28 00:21:54,
15979,15979,3,0,32,20,3,1,1,0,4,2025-07-03 15:24:06,2025-07-03 13:56:47,2025-07-03 12:47:00,2025-07-03 00:57:02,2025-07-03 00:57:02,
15980,15980,3,0,26,19,2,2,1,0,4,2025-07-03 17:31:27,2025-07-03 00:29:56,2025-07-03 13:07:02,2025-07-03 01:24:49,2025-07-03 01:24:49,
15981,15981,7,72,75,72,5,2,1,2,11,2025-05-30 22:27:41,2025-05-30 12:08:28,2025-05-31 00:00:00,2025-05-28 03:05:16,2025-05-28 03:05:16,2025-05-31 00:00:00
15982,15982,2,0,44,22,2,1,2,0,2,2025-05-28 18:14:19,2025-05-28 00:50:06,2025-05-28 11:03:39,2025-05-28 01:24:41,2025-05-28 01:28:47,
15983,15983,6,96,24,96,3,1,1,0,1,2025-07-06 23:28:38,2025-07-03 00:35:48,2025-07-07 00:00:00,2025-07-03 00:44:52,2025-07-03 00:44:52,2025-07-07 00:00:00
15984,15984,2,0,14,5,3,1,2,0,2,2025-07-03 00:40:24,2025-07-03 04:17:50,2025-07-03 04:46:54,2025-07-03 00:19:10,2025-07-03 00:40:24,
15985,15985,2,0,24,14,2,1,1,0,5,2025-05-28 09:57:02,2025-05-28 09:33:53,2025-05-28 03:48:59,2025-05-28 00:19:12,2025-05-28 00:19:12,
15986,15986,4,72,68,72,3,1,2,0,6,2024-08-31 22:00:17,2024-08-31 20:03:10,2024-09-01 00:00:00,2024-08-29 02:31:16,2024-08-29 02:39:04,2024-09-01 00:00:00
15987,15987,5,144,43,144,3,1,1,0,3,2025-06-02 22:41:47,2025-06-02 12:27:19,2025-06-03 00:00:00,2025-05-28 02:14:20,2025-05-28 02:14:20,2025-06-03 00:00:00
15988,15988,4,24,132,24,3,1,1,0,3,2024-04-17 23:50:16,2024-04-17 17:04:22,2024-04-18 00:00:00,2024-04-17 01:09:37,2024-04-17 01:09:37,2024-04-18 00:00:00
15989,15989,7,24,66,24,1,1,1,1,6,2024-08-15 22:50:47,2024-08-15 14:13:08,2024-08-16 00:00:00,2024-08-15 00:26:10,2024-08-15 00:26:10,2024-08-16 00:00:00
15990,15990,23,0,32,4128,23,1,2,0,4,2024-11-12 18:22:50,2024-09-01 06:22:42,2024-06-15 06:22:51,2024-05-25 02:50:45,2024-05-25 22:51:55,
15991,15991,5,264,17,264,5,1,1,1,5,2024-07-07 22:00:43,2024-07-07 13:43:52,2024-07-08 00:00:00,2024-06-27 03:04:11,2024-06-27 03:04:11,2024-07-08 00:00:00
15992,15992,2,0,33,12,2,3,1,0,5,2025-05-28 08:20:49,2025-05-28 01:49:15,2025-05-28 03:54:19,2025-05-28 00:36:33,2025-05-28 00:36:33,
15993,15993,8,288,38,288,4,3,1,0,3,2024-09-29 23:53:04,2024-09-18 00:21:11,2024-09-30 00:00:00,2024-09-18 02:06:44,2024-09-18 02:06:44,2024-09-30 00:00:00
15994,15994,21,312,70,312,16,1,2,0,2,2024-08-16 22:46:11,2024-08-16 21:11:05,2024-08-17 00:00:00,2024-08-04 02:52:17,2024-08-04 15:19:25,2024-08-17 00:00:00
15995,15995,2,0,17,20,3,2,1,0,3,2025-05-19 19:48:03,2025-05-19 14:20:10,2025-05-19 07:08:52,2025-05-19 01:09:27,2025-05-19 01:09:27,
